house_id,land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket,crime_rate_index,room_size,property_value
1413,310 sqm,300 sqm,4,5,Yes,Yes,Yes,Yes,5.5km,No,7 Years,No,6.9 km,0.16,large,246094
1414,135 sqm,121 sqm,2,1,No,No,No,No,1.7km,No,17 Years,No,4.2 km,3.15,medium,93913
1415,233 sqm,227 sqm,3,3,No,No,Yes,No,1.8km,No,19 Years,No,1.8 km,4.31,large,162207
1416,207 sqm,181 sqm,4,2,Yes,Yes,Yes,Yes,6.2km,Yes,13 Years,No,1.8 km,5.70,large,181619
1417,248 sqm,241 sqm,4,2,Yes,Yes,Yes,Yes,4.8km,No,11 Years,No,2.2 km,5.32,extra_large,181426
1418,310 sqm,274 sqm,5,4,No,Yes,Yes,Yes,1.4km,Yes,19 Years,No,2.8 km,1.42,large,271769
1419,302 sqm,282 sqm,4,2,Yes,Yes,Yes,Yes,2.6km,No,9 Years,No,1.6 km,2.82,extra_large,236154
1420,547 sqm,545 sqm,7,5,Yes,Yes,Yes,Yes,1.5km,Yes,3 Years,No,1.1 km,2.78,large,475797
1421,116 sqm,100 sqm,1,2,Yes,Yes,No,No,0.6km,No,9 Years,No,6.7 km,0.94,large,105806
1422,192 sqm,173 sqm,4,2,Yes,Yes,No,Yes,0.4km,Yes,14 Years,No,6.9 km,4.59,extra_large,164906
1423,298 sqm,294 sqm,4,2,Yes,Yes,No,Yes,2.6km,Yes,9 Years,No,2.9 km,1.60,extra_large,261452
1424,155 sqm,146 sqm,3,4,Yes,Yes,No,No,5.9km,No,16 Years,No,2.3 km,2.98,large,115761
1425,319 sqm,277 sqm,5,2,Yes,Yes,Yes,Yes,0.3km,Yes,11 Years,No,6.1 km,0.75,large,300852
1426,175 sqm,157 sqm,2,2,No,Yes,No,Yes,1.7km,No,4 Years,No,5.3 km,4.28,medium,137451
1427,144 sqm,123 sqm,2,1,No,Yes,Yes,No,3.8km,Yes,13 Years,No,2.9 km,1.61,medium,128472
1428,284 sqm,253 sqm,4,4,Yes,Yes,Yes,Yes,4.2km,Yes,16 Years,No,2.8 km,4.55,large,245878
1429,184 sqm,177 sqm,2,2,Yes,No,Yes,No,0.1km,No,11 Years,No,6.8 km,0.36,small,147494
1430,536 sqm,514 sqm,7,7,Yes,Yes,Yes,Yes,5.9km,Yes,3 Years,No,6.6 km,0.22,large,446558
1431,209 sqm,191 sqm,3,4,Yes,Yes,No,Yes,3.2km,No,4 Years,No,1.8 km,5.17,medium,168554
1432,182 sqm,161 sqm,3,3,No,No,No,No,5.8km,No,4 Years,No,4.6 km,4.23,medium,110709
1433,319 sqm,292 sqm,5,3,No,Yes,Yes,Yes,5.9km,Yes,17 Years,No,5.1 km,5.65,large,256295
1434,136 sqm,117 sqm,1,1,Yes,No,No,No,3.2km,No,19 Years,No,2.4 km,4.64,large,87129
1435,241 sqm,208 sqm,5,4,Yes,Yes,Yes,Yes,4.5km,No,18 Years,No,6.9 km,2.73,large,197458
1436,308 sqm,289 sqm,4,5,Yes,Yes,Yes,Yes,3.8km,Yes,16 Years,No,3.6 km,2.75,extra_large,253786
1437,343 sqm,312 sqm,6,5,Yes,Yes,Yes,Yes,4.9km,Yes,12 Years,No,1.6 km,2.08,extra_large,283158
1438,228 sqm,194 sqm,3,4,Yes,Yes,No,No,0.6km,Yes,16 Years,No,0.6 km,2.25,large,192788
1439,274 sqm,249 sqm,4,5,No,Yes,No,Yes,6.3km,Yes,14 Years,No,5.5 km,4.10,extra_large,219597
1440,304 sqm,283 sqm,4,4,Yes,Yes,Yes,Yes,5.3km,Yes,6 Years,No,3.4 km,0.70,large,269423
1441,224 sqm,212 sqm,4,2,Yes,Yes,Yes,Yes,1.6km,No,8 Years,No,0.3 km,3.25,large,201618
1442,194 sqm,172 sqm,3,1,Yes,Yes,Yes,No,5.5km,Yes,6 Years,No,0.7 km,1.78,medium,172145
1443,126 sqm,115 sqm,2,2,No,No,No,Yes,5.5km,No,19 Years,No,5.1 km,4.16,medium,89722
1444,216 sqm,211 sqm,4,5,Yes,No,Yes,Yes,1.9km,Yes,13 Years,No,4.4 km,5.04,large,181121
1445,358 sqm,351 sqm,5,5,Yes,Yes,Yes,Yes,1.6km,No,6 Years,No,4.8 km,3.61,large,284811
1446,275 sqm,248 sqm,4,3,Yes,Yes,Yes,No,0.1km,Yes,14 Years,No,6.2 km,3.49,large,240637
1447,443 sqm,420 sqm,6,5,Yes,Yes,Yes,Yes,1.2km,Yes,11 Years,No,2.8 km,2.73,extra_large,376297
1448,146 sqm,138 sqm,1,2,No,Yes,No,Yes,5.4km,No,14 Years,No,2.7 km,1.90,medium,115675
1449,313 sqm,276 sqm,5,4,Yes,Yes,Yes,Yes,1.7km,Yes,6 Years,No,0.8 km,1.57,extra_large,279260
1450,172 sqm,153 sqm,3,2,Yes,Yes,Yes,No,0.4km,Yes,20 Years,No,1.8 km,2.65,medium,164648
1451,303 sqm,281 sqm,4,4,Yes,Yes,Yes,Yes,1.7km,Yes,21 Years,No,5.6 km,1.87,extra_large,251792
1452,285 sqm,251 sqm,4,5,Yes,Yes,Yes,Yes,2.4km,Yes,4 Years,No,0.5 km,3.75,large,265626
1453,435 sqm,393 sqm,7,7,Yes,Yes,Yes,Yes,0.1km,Yes,18 Years,No,1.6 km,0.78,extra_large,381309
1454,149 sqm,146 sqm,2,3,Yes,No,No,No,2.5km,No,5 Years,No,1.8 km,0.23,small,115233
1455,181 sqm,157 sqm,3,4,No,No,No,No,5.9km,No,3 Years,No,4.8 km,3.63,large,119394
1456,160 sqm,150 sqm,3,4,Yes,Yes,Yes,No,0.4km,No,19 Years,No,2.3 km,5.45,medium,129259
1457,203 sqm,185 sqm,3,2,No,No,No,Yes,1.9km,Yes,7 Years,No,0.2 km,4.87,large,179057
1458,278 sqm,275 sqm,4,3,Yes,Yes,Yes,Yes,5.2km,Yes,6 Years,No,0.3 km,0.73,extra_large,249285
1459,360 sqm,331 sqm,5,5,Yes,Yes,Yes,Yes,5.4km,Yes,10 Years,No,6.8 km,2.19,large,301413
1460,228 sqm,202 sqm,4,4,Yes,Yes,Yes,Yes,4.2km,Yes,11 Years,Yes,2.3 km,1.53,extra_large,231245
1461,241 sqm,206 sqm,5,5,No,Yes,Yes,Yes,5.1km,Yes,14 Years,No,6.7 km,1.65,medium,216512
1462,244 sqm,212 sqm,5,2,Yes,Yes,Yes,Yes,4.4km,Yes,16 Years,No,2.1 km,5.71,large,212898
1463,276 sqm,273 sqm,5,5,Yes,No,Yes,Yes,2.7km,Yes,5 Years,No,2.2 km,4.35,extra_large,221348
1464,190 sqm,188 sqm,3,2,Yes,No,No,No,2.7km,No,4 Years,No,4.1 km,4.39,large,136329
1465,136 sqm,133 sqm,2,1,Yes,No,No,No,1.6km,No,5 Years,No,1.2 km,2.31,medium,104669
1466,109 sqm,108 sqm,1,2,Yes,No,No,No,0.8km,No,1 Years,No,2.5 km,2.29,medium,82881
1467,147 sqm,139 sqm,1,1,No,No,No,No,5.6km,No,19 Years,No,4.8 km,5.36,small,71717
1468,107 sqm,97 sqm,1,1,Yes,No,No,No,5.1km,Yes,8 Years,No,1.4 km,4.32,medium,73450
1469,114 sqm,109 sqm,1,1,Yes,No,No,No,0.9km,No,22 Years,No,4.9 km,5.76,medium,70777
1470,310 sqm,281 sqm,4,5,Yes,Yes,Yes,No,3.8km,No,16 Years,No,6.7 km,3.52,large,219431
1471,325 sqm,295 sqm,5,5,Yes,Yes,Yes,Yes,3.6km,Yes,10 Years,No,1.2 km,1.16,large,288138
1472,204 sqm,186 sqm,4,3,Yes,Yes,Yes,Yes,1.3km,No,10 Years,No,0.7 km,2.75,large,181943
1473,177 sqm,170 sqm,3,3,Yes,No,No,No,2.3km,No,13 Years,No,5.3 km,1.51,large,129905
1474,230 sqm,197 sqm,4,4,Yes,Yes,Yes,Yes,3.8km,Yes,12 Years,No,3.7 km,5.41,large,212158
1475,234 sqm,226 sqm,3,1,Yes,No,No,No,4.4km,No,14 Years,No,2.8 km,2.45,medium,154845
1476,268 sqm,256 sqm,4,5,Yes,Yes,Yes,Yes,0.5km,Yes,10 Years,No,6.4 km,3.40,extra_large,231871
1477,231 sqm,198 sqm,4,5,Yes,Yes,Yes,Yes,0.1km,Yes,19 Years,No,3.5 km,0.98,extra_large,225640
1478,234 sqm,225 sqm,4,2,Yes,Yes,Yes,Yes,6.9km,Yes,1 Years,No,6.9 km,0.90,large,211444
1479,126 sqm,118 sqm,1,1,No,Yes,No,No,5.1km,No,9 Years,No,1.1 km,2.41,medium,85554
1480,198 sqm,179 sqm,3,1,Yes,Yes,No,No,3.5km,No,15 Years,No,2.9 km,2.45,large,141695
1481,209 sqm,195 sqm,4,3,Yes,Yes,No,No,4.9km,Yes,21 Years,No,4.9 km,3.27,extra_large,150445
1482,254 sqm,239 sqm,4,3,Yes,Yes,Yes,No,1.9km,No,2 Years,No,6.2 km,1.73,large,201349
1483,321 sqm,295 sqm,5,3,Yes,Yes,Yes,Yes,1.6km,Yes,20 Years,No,4.5 km,2.41,extra_large,265640
1484,453 sqm,387 sqm,7,6,Yes,Yes,Yes,Yes,0.1km,Yes,17 Years,Yes,3.8 km,3.69,extra_large,415436
1485,111 sqm,95 sqm,1,2,No,No,No,No,5.3km,No,19 Years,No,6.8 km,1.84,small,64436
1486,224 sqm,195 sqm,3,1,Yes,Yes,No,No,6.2km,No,22 Years,No,4.4 km,4.64,large,140373
1487,219 sqm,211 sqm,3,1,No,Yes,No,Yes,3.6km,No,16 Years,No,5.3 km,4.04,large,163438
1488,122 sqm,111 sqm,2,3,No,Yes,No,No,4.9km,No,4 Years,No,5.2 km,0.51,small,90524
1489,230 sqm,208 sqm,3,3,No,Yes,No,No,3.2km,No,21 Years,No,1.8 km,0.78,medium,156980
1490,279 sqm,264 sqm,4,3,Yes,Yes,Yes,No,4.3km,Yes,22 Years,No,6.6 km,2.40,large,215539
1491,264 sqm,261 sqm,5,5,Yes,No,Yes,Yes,4.9km,No,15 Years,No,0.2 km,2.02,large,212305
1492,295 sqm,262 sqm,4,4,Yes,Yes,Yes,Yes,0.4km,Yes,17 Years,No,0.4 km,1.82,large,292782
1493,267 sqm,228 sqm,4,3,Yes,Yes,Yes,Yes,1.3km,No,14 Years,No,5.2 km,2.29,extra_large,217326
1494,278 sqm,274 sqm,5,4,Yes,Yes,Yes,Yes,4.5km,Yes,13 Years,No,3.7 km,2.30,extra_large,230561
1495,155 sqm,153 sqm,2,3,No,No,No,Yes,3.4km,No,20 Years,No,1.9 km,4.38,medium,116316
1496,159 sqm,156 sqm,3,1,Yes,No,No,No,2.2km,Yes,15 Years,No,5.7 km,1.17,medium,123867
1497,228 sqm,197 sqm,4,5,Yes,Yes,No,Yes,3.4km,Yes,15 Years,No,2.5 km,3.26,extra_large,187456
1498,183 sqm,182 sqm,3,3,Yes,No,No,Yes,0.4km,Yes,11 Years,No,2.4 km,5.33,large,160743
1499,217 sqm,188 sqm,3,1,Yes,No,No,Yes,3.9km,No,20 Years,No,1.5 km,2.49,large,168356
1500,253 sqm,252 sqm,5,2,Yes,Yes,Yes,Yes,1.6km,Yes,15 Years,No,6.5 km,3.32,extra_large,211228
1501,167 sqm,161 sqm,3,1,Yes,No,No,Yes,0.7km,No,1 Years,No,0.6 km,5.11,large,156071
1502,175 sqm,168 sqm,3,3,Yes,Yes,No,Yes,0.6km,Yes,1 Years,No,0.8 km,2.81,large,185341
1503,215 sqm,210 sqm,4,5,Yes,Yes,Yes,Yes,2.6km,Yes,17 Years,Yes,0.5 km,0.59,large,232241
1504,304 sqm,301 sqm,5,4,Yes,Yes,Yes,Yes,1.8km,Yes,18 Years,No,3.1 km,3.25,extra_large,255607
1505,155 sqm,147 sqm,3,3,No,No,No,No,1.3km,No,16 Years,No,5.6 km,4.67,large,103359
1506,177 sqm,165 sqm,3,4,No,No,No,Yes,2.9km,No,13 Years,No,1.7 km,5.23,medium,124413
1507,204 sqm,179 sqm,4,2,Yes,Yes,No,Yes,0.7km,No,10 Years,No,5.6 km,1.20,extra_large,172629
1508,303 sqm,303 sqm,4,5,Yes,No,Yes,Yes,0.8km,Yes,11 Years,Yes,1.1 km,3.99,extra_large,296568
1509,316 sqm,307 sqm,5,3,Yes,Yes,Yes,Yes,5.7km,Yes,21 Years,No,4.5 km,3.12,extra_large,250936
1510,337 sqm,313 sqm,5,3,Yes,Yes,Yes,No,2.8km,No,4 Years,No,4.2 km,3.59,extra_large,241149
1511,340 sqm,338 sqm,5,3,Yes,No,Yes,No,3.7km,Yes,18 Years,No,3.9 km,0.61,medium,257585
1512,223 sqm,214 sqm,3,3,No,Yes,No,Yes,3.7km,No,14 Years,No,2.2 km,3.35,large,172756
1513,109 sqm,108 sqm,1,1,Yes,No,No,No,6.4km,No,2 Years,No,1.4 km,0.99,small,82244
1514,267 sqm,259 sqm,4,4,No,Yes,Yes,Yes,3.1km,Yes,11 Years,Yes,4.9 km,2.63,large,271271
1515,131 sqm,124 sqm,1,1,No,Yes,No,No,0.6km,No,13 Years,No,1.5 km,1.53,large,111565
1516,101 sqm,87 sqm,1,1,Yes,No,No,No,1.2km,No,8 Years,No,3.1 km,0.48,small,80092
1517,232 sqm,200 sqm,3,3,No,No,No,No,5.7km,No,4 Years,No,1.6 km,4.49,large,149711
1518,224 sqm,191 sqm,4,4,Yes,Yes,Yes,Yes,5.6km,Yes,13 Years,No,4.1 km,2.22,large,201581
1519,100 sqm,87 sqm,1,1,Yes,Yes,Yes,No,0.2km,No,20 Years,No,4.7 km,3.45,medium,96547
1520,285 sqm,275 sqm,4,5,Yes,Yes,Yes,Yes,5.7km,Yes,20 Years,No,6.6 km,3.11,extra_large,224701
1521,157 sqm,152 sqm,2,2,No,No,No,No,6.9km,No,15 Years,No,1.5 km,5.06,medium,87437
1522,342 sqm,301 sqm,5,2,No,Yes,Yes,No,0.4km,Yes,9 Years,No,5.5 km,3.71,medium,278329
1523,145 sqm,145 sqm,2,2,No,No,No,No,1.5km,Yes,20 Years,No,1.4 km,4.89,medium,102921
1524,137 sqm,129 sqm,2,2,No,Yes,Yes,No,6.9km,No,17 Years,No,3.8 km,5.57,small,85400
1525,223 sqm,190 sqm,3,1,Yes,No,No,No,0.2km,No,8 Years,No,2.5 km,4.49,large,161162
1526,217 sqm,210 sqm,3,1,Yes,Yes,No,No,3.4km,Yes,18 Years,No,3.3 km,4.46,large,162015
1527,178 sqm,168 sqm,2,2,Yes,Yes,No,Yes,5.5km,No,9 Years,No,0.1 km,2.95,small,148634
1528,199 sqm,177 sqm,4,2,No,Yes,Yes,No,0.6km,Yes,10 Years,No,2.9 km,5.43,large,165907
1529,209 sqm,199 sqm,3,1,No,Yes,Yes,No,4.4km,Yes,12 Years,No,1.1 km,2.17,large,172891
1530,281 sqm,255 sqm,5,2,No,Yes,Yes,Yes,5.4km,No,22 Years,No,4.4 km,2.81,medium,207920
1531,159 sqm,156 sqm,3,1,No,No,No,No,0.1km,No,16 Years,No,1.6 km,5.97,medium,113246
1532,238 sqm,204 sqm,3,2,Yes,Yes,No,No,3.4km,No,17 Years,No,3.3 km,1.12,large,163833
1533,235 sqm,206 sqm,5,5,Yes,Yes,Yes,Yes,5.5km,Yes,20 Years,No,5.4 km,5.02,medium,192213
1534,153 sqm,135 sqm,3,2,No,Yes,No,No,1.7km,Yes,12 Years,No,3.8 km,1.48,medium,129090
1535,135 sqm,126 sqm,1,2,Yes,Yes,No,Yes,2.5km,No,1 Years,No,0.8 km,0.95,medium,135263
1536,148 sqm,144 sqm,2,3,No,No,No,No,0.7km,No,12 Years,No,4.1 km,4.44,medium,98980
1537,183 sqm,166 sqm,3,2,Yes,Yes,Yes,No,0.2km,Yes,6 Years,No,3.7 km,2.27,large,183046
1538,258 sqm,245 sqm,4,4,Yes,Yes,Yes,Yes,4.6km,Yes,8 Years,No,5.6 km,2.22,large,230865
1539,153 sqm,140 sqm,2,1,Yes,Yes,Yes,No,2.4km,No,4 Years,No,4.9 km,2.95,small,128278
1540,211 sqm,206 sqm,3,4,No,No,Yes,No,2.3km,No,18 Years,No,1.3 km,1.57,large,151365
1541,283 sqm,280 sqm,4,3,Yes,No,Yes,No,0.6km,Yes,8 Years,No,4.9 km,3.85,extra_large,228272
1542,212 sqm,196 sqm,4,2,No,Yes,Yes,Yes,0.3km,Yes,7 Years,No,3.3 km,0.58,large,220339
1543,311 sqm,299 sqm,5,5,Yes,Yes,Yes,Yes,2.9km,Yes,16 Years,No,1.2 km,3.53,medium,256993
1544,120 sqm,119 sqm,1,1,No,No,No,No,4.1km,No,2 Years,No,2.3 km,3.21,small,75536
1545,299 sqm,288 sqm,4,5,Yes,Yes,Yes,Yes,2.5km,Yes,16 Years,No,4.8 km,2.36,extra_large,250477
1546,240 sqm,220 sqm,3,1,Yes,Yes,No,Yes,4.9km,Yes,10 Years,No,3.4 km,4.07,large,201043
1547,311 sqm,303 sqm,5,3,Yes,Yes,Yes,Yes,0.9km,Yes,3 Years,Yes,5.7 km,1.41,extra_large,318931
1548,219 sqm,191 sqm,4,2,Yes,Yes,No,Yes,0.7km,Yes,20 Years,No,0.7 km,5.63,extra_large,184831
1549,308 sqm,270 sqm,6,4,Yes,Yes,Yes,Yes,3.2km,Yes,21 Years,No,3.6 km,5.45,medium,250537
1550,188 sqm,185 sqm,2,3,Yes,No,No,Yes,6.5km,No,13 Years,No,0.1 km,0.46,medium,149566
1551,165 sqm,154 sqm,2,1,No,Yes,No,Yes,0.8km,No,9 Years,No,4.1 km,4.47,medium,141016
1552,257 sqm,228 sqm,5,3,Yes,Yes,Yes,Yes,6.8km,Yes,19 Years,No,6.5 km,4.99,extra_large,206517
1553,328 sqm,321 sqm,6,6,Yes,Yes,Yes,Yes,1.3km,Yes,20 Years,No,5.2 km,0.58,extra_large,279364
1554,119 sqm,119 sqm,1,1,Yes,No,No,No,5.1km,No,8 Years,No,3.4 km,5.49,small,67615
1555,194 sqm,185 sqm,3,3,Yes,Yes,No,No,0.7km,No,19 Years,No,0.8 km,2.68,large,154925
1556,301 sqm,274 sqm,5,5,Yes,Yes,Yes,Yes,6.1km,No,5 Years,No,2.4 km,4.54,large,231892
1557,291 sqm,287 sqm,4,3,Yes,Yes,Yes,Yes,4.8km,Yes,4 Years,No,2.7 km,2.39,large,256277
1558,263 sqm,263 sqm,4,5,Yes,No,Yes,Yes,4.4km,Yes,10 Years,No,0.1 km,1.13,large,229915
1559,192 sqm,168 sqm,3,2,Yes,Yes,No,No,3.3km,Yes,4 Years,No,6.7 km,2.21,medium,151026
1560,224 sqm,220 sqm,4,2,Yes,No,Yes,Yes,3.2km,Yes,21 Years,No,5.4 km,1.79,extra_large,178730
1561,296 sqm,284 sqm,5,2,Yes,Yes,Yes,Yes,3.1km,Yes,22 Years,No,1.9 km,2.30,large,250799
1562,221 sqm,202 sqm,4,4,No,Yes,Yes,Yes,2.3km,No,19 Years,No,1.8 km,4.23,large,173213
1563,288 sqm,274 sqm,5,5,Yes,Yes,Yes,Yes,3.5km,Yes,20 Years,No,5.1 km,1.88,extra_large,239901
1564,121 sqm,120 sqm,1,1,No,No,No,No,2.5km,No,14 Years,No,3.7 km,0.80,large,90895
1565,238 sqm,237 sqm,4,2,Yes,Yes,Yes,No,2.8km,No,11 Years,No,2.1 km,3.72,large,175307
1566,239 sqm,206 sqm,3,1,Yes,Yes,Yes,No,3.9km,No,14 Years,No,4.2 km,1.85,medium,182297
1567,224 sqm,207 sqm,3,1,No,No,No,No,6.1km,No,10 Years,No,2.7 km,1.32,large,156048
1568,235 sqm,221 sqm,5,5,Yes,Yes,Yes,Yes,3.1km,Yes,12 Years,No,1.9 km,5.32,large,215561
1569,209 sqm,202 sqm,3,3,Yes,Yes,No,Yes,4.9km,Yes,2 Years,No,1.9 km,0.18,large,199622
1570,215 sqm,205 sqm,3,4,No,No,Yes,No,1.1km,No,18 Years,No,2.3 km,4.66,medium,141600
1571,246 sqm,217 sqm,5,5,Yes,Yes,Yes,No,4.3km,Yes,5 Years,No,0.3 km,1.58,medium,216270
1572,298 sqm,272 sqm,4,3,No,Yes,Yes,Yes,6.7km,Yes,4 Years,No,0.1 km,3.19,extra_large,248202
1573,268 sqm,229 sqm,5,5,Yes,Yes,Yes,Yes,5.3km,Yes,13 Years,No,5.6 km,4.53,large,225494
1574,257 sqm,240 sqm,5,2,No,Yes,Yes,No,3.9km,Yes,19 Years,No,2.5 km,4.71,large,193878
1575,306 sqm,271 sqm,6,5,Yes,Yes,Yes,Yes,6.3km,Yes,13 Years,No,3.2 km,4.98,medium,246097
1576,162 sqm,143 sqm,3,2,No,No,No,Yes,4.7km,Yes,7 Years,No,2.8 km,4.48,medium,125775
1577,293 sqm,283 sqm,4,3,Yes,Yes,Yes,Yes,4.2km,Yes,19 Years,No,3.8 km,5.90,extra_large,231256
1578,470 sqm,425 sqm,7,8,Yes,Yes,Yes,Yes,1.1km,Yes,10 Years,No,5.7 km,5.40,extra_large,378844
1579,258 sqm,238 sqm,4,3,Yes,Yes,Yes,Yes,2.8km,No,4 Years,No,4.9 km,4.57,large,204411
1580,112 sqm,111 sqm,1,2,No,No,No,No,3.7km,No,6 Years,No,4.8 km,4.94,large,74106
1581,153 sqm,138 sqm,2,1,No,Yes,No,No,3.5km,No,10 Years,No,2.3 km,3.20,small,106522
1582,169 sqm,160 sqm,3,4,Yes,Yes,No,No,5.3km,Yes,17 Years,No,6.8 km,2.27,large,126446
1583,276 sqm,258 sqm,5,4,Yes,Yes,Yes,Yes,5.5km,No,14 Years,No,2.5 km,2.28,extra_large,207402
1584,253 sqm,216 sqm,4,4,Yes,Yes,Yes,Yes,4.3km,Yes,8 Years,No,5.2 km,1.29,large,240535
1585,293 sqm,261 sqm,5,5,Yes,Yes,Yes,Yes,5.5km,No,9 Years,No,1.5 km,0.85,extra_large,231463
1586,337 sqm,332 sqm,5,3,Yes,Yes,Yes,Yes,0.4km,Yes,18 Years,No,5.3 km,0.55,extra_large,292304
1587,163 sqm,161 sqm,3,2,Yes,No,No,Yes,6.8km,No,6 Years,No,4.7 km,3.37,medium,121828
1588,100 sqm,97 sqm,1,1,No,No,No,Yes,3.4km,No,21 Years,Yes,2.3 km,3.51,small,88738
1589,217 sqm,189 sqm,4,2,Yes,Yes,Yes,No,6.2km,Yes,5 Years,No,0.6 km,5.73,large,178056
1590,132 sqm,128 sqm,2,3,No,No,No,Yes,1.6km,Yes,13 Years,No,0.9 km,5.21,medium,123825
1591,294 sqm,261 sqm,5,2,Yes,Yes,Yes,Yes,1.1km,No,10 Years,No,4.8 km,0.63,medium,245354
1592,228 sqm,200 sqm,4,2,Yes,Yes,Yes,No,2.1km,Yes,15 Years,No,3.6 km,0.07,extra_large,192083
1593,232 sqm,221 sqm,5,5,Yes,Yes,Yes,Yes,5.1km,Yes,9 Years,Yes,5.1 km,4.19,medium,216194
1594,122 sqm,112 sqm,2,3,No,No,No,No,5.5km,Yes,15 Years,No,6.4 km,5.45,small,73360
1595,305 sqm,298 sqm,5,5,Yes,Yes,Yes,Yes,3.6km,Yes,13 Years,No,6.4 km,3.25,extra_large,241137
1596,218 sqm,209 sqm,4,4,Yes,Yes,No,Yes,4.5km,Yes,14 Years,No,4.9 km,3.85,large,182067
1597,465 sqm,401 sqm,7,8,Yes,Yes,Yes,Yes,1.7km,Yes,20 Years,No,2.2 km,5.01,large,386579
1598,189 sqm,167 sqm,2,2,No,Yes,No,No,5.6km,No,22 Years,No,3.9 km,0.28,small,124708
1599,300 sqm,261 sqm,4,3,Yes,Yes,Yes,Yes,1.6km,Yes,20 Years,No,3.6 km,5.15,extra_large,252768
1600,206 sqm,186 sqm,3,2,Yes,Yes,No,Yes,4.5km,No,2 Years,No,5.1 km,4.49,large,160033
1601,331 sqm,316 sqm,5,5,Yes,Yes,No,No,3.9km,Yes,8 Years,No,6.9 km,4.19,extra_large,242718
1602,190 sqm,165 sqm,2,3,Yes,Yes,No,Yes,6.1km,No,1 Years,No,1.7 km,3.24,medium,147152
1603,273 sqm,244 sqm,4,2,Yes,Yes,Yes,Yes,6.8km,Yes,18 Years,No,1.7 km,1.52,large,237672
1604,255 sqm,236 sqm,5,4,Yes,Yes,Yes,Yes,4.6km,Yes,10 Years,No,6.2 km,0.58,extra_large,217473
1605,129 sqm,116 sqm,2,3,No,Yes,No,Yes,5.2km,No,17 Years,No,5.2 km,2.19,small,96182
1606,259 sqm,254 sqm,5,5,Yes,No,Yes,Yes,0.2km,Yes,14 Years,No,6.3 km,1.03,extra_large,237434
1607,489 sqm,486 sqm,7,4,Yes,Yes,Yes,Yes,6.6km,Yes,3 Years,No,2.7 km,5.90,extra_large,382425
1608,341 sqm,299 sqm,6,7,Yes,Yes,Yes,Yes,4.3km,Yes,16 Years,No,4.2 km,0.33,medium,293132
1609,306 sqm,263 sqm,4,5,Yes,Yes,Yes,Yes,5.3km,No,22 Years,No,3.2 km,0.12,large,240768
1610,276 sqm,248 sqm,4,2,Yes,Yes,Yes,Yes,0.4km,Yes,19 Years,No,2.7 km,3.09,large,259464
1611,371 sqm,336 sqm,6,4,Yes,Yes,Yes,Yes,3.1km,Yes,1 Years,No,3.4 km,4.24,medium,312436
1612,128 sqm,128 sqm,1,1,No,No,No,No,1.7km,No,10 Years,No,5.8 km,5.85,medium,83042
1613,264 sqm,237 sqm,5,4,Yes,Yes,No,Yes,1.5km,Yes,3 Years,No,1.5 km,5.38,extra_large,221468
1614,419 sqm,419 sqm,7,6,Yes,Yes,Yes,Yes,6.5km,Yes,19 Years,No,1.6 km,2.39,extra_large,327107
1615,138 sqm,118 sqm,1,1,No,Yes,No,No,3.7km,No,17 Years,No,5.2 km,3.81,medium,90720
1616,192 sqm,185 sqm,3,1,Yes,No,Yes,No,0.6km,No,11 Years,No,2.6 km,1.30,large,152412
1617,105 sqm,105 sqm,1,2,No,No,No,No,2.8km,Yes,17 Years,No,2.6 km,2.22,medium,78873
1618,219 sqm,202 sqm,4,5,Yes,Yes,No,Yes,3.9km,Yes,9 Years,No,2.5 km,5.77,large,180352
1619,315 sqm,274 sqm,5,3,Yes,Yes,Yes,Yes,1.6km,Yes,17 Years,No,0.6 km,4.96,medium,273502
1620,214 sqm,184 sqm,3,1,Yes,Yes,No,No,3.7km,Yes,17 Years,No,5.8 km,5.12,medium,152220
1621,277 sqm,249 sqm,4,4,Yes,Yes,Yes,No,1.2km,No,8 Years,No,1.4 km,5.70,extra_large,200606
1622,261 sqm,237 sqm,5,5,Yes,Yes,Yes,Yes,2.5km,Yes,17 Years,No,1.5 km,4.34,extra_large,221553
1623,220 sqm,217 sqm,4,2,Yes,Yes,No,Yes,3.3km,No,19 Years,No,1.4 km,1.77,extra_large,173369
1624,300 sqm,270 sqm,4,5,No,Yes,Yes,No,4.3km,Yes,22 Years,No,0.6 km,1.06,extra_large,231101
1625,264 sqm,259 sqm,4,4,No,Yes,Yes,Yes,4.7km,Yes,6 Years,No,1.9 km,5.24,large,230616
1626,193 sqm,183 sqm,4,4,No,Yes,Yes,No,1.5km,Yes,20 Years,Yes,6.3 km,1.87,large,183158
1627,317 sqm,271 sqm,5,3,Yes,Yes,Yes,Yes,5.7km,Yes,9 Years,No,3.6 km,1.76,large,288965
1628,293 sqm,292 sqm,4,3,No,Yes,Yes,Yes,2.9km,Yes,13 Years,No,5.4 km,4.49,large,241528
1629,263 sqm,228 sqm,5,5,Yes,Yes,Yes,Yes,4.6km,Yes,21 Years,No,5.3 km,5.87,medium,216406
1630,222 sqm,189 sqm,3,1,No,Yes,No,Yes,3.3km,No,11 Years,No,6.7 km,2.19,large,169559
